date,conversion_id,channel,revenue
2024-09-30,CONV-1959,PPC,168.71
2024-09-30,CONV-1960,PPC,48.28
2024-09-30,CONV-1961,PPC,116.63
2024-09-30,CONV-1962,PPC,109.38
2024-09-30,CONV-1963,PPC,240.26
2024-09-30,CONV-1964,PPC,173.08
2024-09-30,CONV-1965,PPC,69.25
2024-09-30,CONV-1966,PPC,78.41
2024-09-30,CONV-1967,PPC,195.88
2024-09-30,CONV-1968,PPC,65.44
2024-09-30,CONV-1969,PPC,105.39
2024-09-30,CONV-1970,Email,77.06
2024-09-30,CONV-1971,Email,155.12
2024-09-30,CONV-1972,Email,89.29
2024-09-30,CONV-1973,Email,161.04
2024-09-30,CONV-1974,Email,143.35
2024-09-30,CONV-1975,Email,241.12
2024-09-30,CONV-1976,Email,118.73
2024-09-30,CONV-1977,Email,159.51
2024-09-30,CONV-1978,Email,195.76
2024-09-30,CONV-1979,Email,160.57
2024-09-30,CONV-1980,Social Media,129.18
2024-09-30,CONV-1981,Social Media,158.31
2024-09-30,CONV-1982,Social Media,31.23
2024-09-30,CONV-1983,Social Media,203.79
2024-09-30,CONV-1984,Social Media,17.57
2024-10-01,CONV-1985,PPC,169.0
2024-10-01,CONV-1986,PPC,87.15
2024-10-01,CONV-1987,PPC,114.35
2024-10-01,CONV-1988,PPC,148.4
2024-10-01,CONV-1989,PPC,49.96
2024-10-01,CONV-1990,PPC,108.41
2024-10-01,CONV-1991,PPC,75.55
2024-10-01,CONV-1992,PPC,117.19
2024-10-01,CONV-1993,PPC,77.69
2024-10-01,CONV-1994,PPC,192.28
2024-10-01,CONV-1995,PPC,155.56
2024-10-01,CONV-1996,PPC,88.05
2024-10-01,CONV-1997,PPC,104.34
2024-10-01,CONV-1998,Email,135.32
2024-10-01,CONV-1999,Email,135.75
2024-10-01,CONV-2000,Email,137.56
2024-10-01,CONV-2001,Email,78.97
2024-10-01,CONV-2002,Email,76.47
2024-10-01,CONV-2003,Email,246.7
2024-10-01,CONV-2004,Email,181.74
2024-10-01,CONV-2005,Email,80.62
2024-10-01,CONV-2006,Email,110.4
2024-10-01,CONV-2007,Email,150.0
2024-10-01,CONV-2008,Email,111.65
2024-10-01,CONV-2009,Email,148.16
2024-10-01,CONV-2010,Email,143.98
2024-10-01,CONV-2011,Social Media,218.34
2024-10-01,CONV-2012,Social Media,84.76
2024-10-01,CONV-2013,Social Media,88.26
2024-10-01,CONV-2014,Social Media,38.6
2024-10-01,CONV-2015,Social Media,21.53
2024-10-01,CONV-2016,Social Media,37.15
2024-10-01,CONV-2017,Social Media,109.54
2024-10-01,CONV-2018,Social Media,88.89
2024-10-01,CONV-2019,Social Media,103.6
2024-10-01,CONV-2020,Social Media,93.13
2024-10-01,CONV-2021,Social Media,95.07
2024-10-02,CONV-2022,PPC,64.92
2024-10-02,CONV-2023,PPC,212.71
2024-10-02,CONV-2024,PPC,106.93
2024-10-02,CONV-2025,PPC,137.02
2024-10-02,CONV-2026,PPC,133.28
2024-10-02,CONV-2027,PPC,35.54
2024-10-02,CONV-2028,PPC,174.37
2024-10-02,CONV-2029,PPC,141.65
2024-10-02,CONV-2030,PPC,86.82
2024-10-02,CONV-2031,PPC,88.25
2024-10-02,CONV-2032,PPC,123.56
2024-10-02,CONV-2033,PPC,155.42
2024-10-02,CONV-2034,PPC,126.23
2024-10-02,CONV-2035,PPC,140.01
2024-10-02,CONV-2036,PPC,59.42
2024-10-02,CONV-2037,PPC,87.15
2024-10-02,CONV-2038,Email,57.32
2024-10-02,CONV-2039,Email,76.21
2024-10-02,CONV-2040,Email,95.14
2024-10-02,CONV-2041,Email,109.85
2024-10-02,CONV-2042,Email,99.67
2024-10-02,CONV-2043,Email,100.87
2024-10-02,CONV-2044,Email,89.31
2024-10-02,CONV-2045,Email,115.12
2024-10-02,CONV-2046,Email,192.99
2024-10-02,CONV-2047,Email,90.55
2024-10-02,CONV-2048,Email,169.54
2024-10-02,CONV-2049,Email,133.85
2024-10-02,CONV-2050,Email,169.35
2024-10-02,CONV-2051,Social Media,27.91
2024-10-02,CONV-2052,Social Media,50.76
2024-10-02,CONV-2053,Social Media,55.44
2024-10-02,CONV-2054,Social Media,52.76
2024-10-02,CONV-2055,Social Media,31.23
2024-10-02,CONV-2056,Social Media,78.27
2024-10-03,CONV-2057,PPC,41.21
2024-10-03,CONV-2058,PPC,119.4
2024-10-03,CONV-2059,PPC,64.66
2024-10-03,CONV-2060,PPC,49.54
2024-10-03,CONV-2061,PPC,147.17
2024-10-03,CONV-2062,PPC,80.73
2024-10-03,CONV-2063,PPC,91.37
2024-10-03,CONV-2064,PPC,100.2
2024-10-03,CONV-2065,PPC,122.98
2024-10-03,CONV-2066,PPC,49.67
2024-10-03,CONV-2067,PPC,42.18
2024-10-03,CONV-2068,PPC,101.41
2024-10-03,CONV-2069,PPC,121.7
2024-10-03,CONV-2070,PPC,81.62
2024-10-03,CONV-2071,PPC,89.3
2024-10-03,CONV-2072,Email,65.39
2024-10-03,CONV-2073,Email,99.92
2024-10-03,CONV-2074,Email,215.34
2024-10-03,CONV-2075,Email,72.24
2024-10-03,CONV-2076,Email,102.81
2024-10-03,CONV-2077,Email,114.86
2024-10-03,CONV-2078,Social Media,45.89
2024-10-03,CONV-2079,Social Media,28.76
2024-10-03,CONV-2080,Social Media,65.17
2024-10-03,CONV-2081,Social Media,82.65
2024-10-03,CONV-2082,Social Media,71.39
2024-10-03,CONV-2083,Social Media,49.89
2024-10-03,CONV-2084,Social Media,64.99
2024-10-03,CONV-2085,Social Media,55.59
2024-10-04,CONV-2086,PPC,107.09
2024-10-04,CONV-2087,PPC,186.85
2024-10-04,CONV-2088,PPC,147.25
2024-10-04,CONV-2089,PPC,119.9
2024-10-04,CONV-2090,PPC,151.38
2024-10-04,CONV-2091,PPC,148.99
2024-10-04,CONV-2092,PPC,55.95
2024-10-04,CONV-2093,PPC,78.97
2024-10-04,CONV-2094,PPC,113.07
2024-10-04,CONV-2095,PPC,78.29
2024-10-04,CONV-2096,PPC,58.14
2024-10-04,CONV-2097,PPC,73.76
2024-10-04,CONV-2098,PPC,42.04
2024-10-04,CONV-2099,PPC,113.54
2024-10-04,CONV-2100,Email,529.83
2024-10-04,CONV-2101,Email,178.46
2024-10-04,CONV-2102,Email,168.05
2024-10-04,CONV-2103,Email,95.92
2024-10-04,CONV-2104,Email,69.65
2024-10-04,CONV-2105,Email,224.35
2024-10-04,CONV-2106,Social Media,111.1
2024-10-04,CONV-2107,Social Media,39.72
2024-10-04,CONV-2108,Social Media,93.6
2024-10-04,CONV-2109,Social Media,36.98
2024-10-04,CONV-2110,Social Media,87.62
2024-10-04,CONV-2111,Social Media,54.1
2024-10-04,CONV-2112,Social Media,65.62
2024-10-05,CONV-2113,PPC,65.12
2024-10-05,CONV-2114,PPC,203.37
2024-10-05,CONV-2115,PPC,56.89
2024-10-05,CONV-2116,PPC,56.47
2024-10-05,CONV-2117,PPC,104.28
2024-10-05,CONV-2118,PPC,77.69
2024-10-05,CONV-2119,PPC,63.47
2024-10-05,CONV-2120,PPC,84.19
2024-10-05,CONV-2121,PPC,187.0
2024-10-05,CONV-2122,PPC,251.69
2024-10-05,CONV-2123,PPC,126.93
2024-10-05,CONV-2124,PPC,55.65
2024-10-05,CONV-2125,PPC,102.35
2024-10-05,CONV-2126,PPC,103.51
2024-10-05,CONV-2127,Email,162.97
2024-10-05,CONV-2128,Email,62.98
2024-10-05,CONV-2129,Email,68.88
2024-10-05,CONV-2130,Email,58.3
2024-10-05,CONV-2131,Email,81.51
2024-10-05,CONV-2132,Email,137.79
2024-10-05,CONV-2133,Email,231.88
2024-10-05,CONV-2134,Email,143.11
2024-10-05,CONV-2135,Email,140.37
2024-10-05,CONV-2136,Social Media,57.35
2024-10-05,CONV-2137,Social Media,123.31
2024-10-05,CONV-2138,Social Media,69.81
2024-10-05,CONV-2139,Social Media,134.51
2024-10-06,CONV-2140,PPC,141.72
2024-10-06,CONV-2141,PPC,98.77
2024-10-06,CONV-2142,PPC,63.44
2024-10-06,CONV-2143,PPC,122.67
2024-10-06,CONV-2144,PPC,106.37
2024-10-06,CONV-2145,PPC,68.36
2024-10-06,CONV-2146,PPC,126.81
2024-10-06,CONV-2147,PPC,51.06
2024-10-06,CONV-2148,PPC,103.29
2024-10-06,CONV-2149,PPC,87.27
2024-10-06,CONV-2150,PPC,30.11
2024-10-06,CONV-2151,PPC,62.7
2024-10-06,CONV-2152,PPC,164.62
2024-10-06,CONV-2153,Email,159.03
2024-10-06,CONV-2154,Email,105.08
2024-10-06,CONV-2155,Email,67.73
2024-10-06,CONV-2156,Email,93.05
2024-10-06,CONV-2157,Email,144.85
2024-10-06,CONV-2158,Email,107.53
2024-10-06,CONV-2159,Email,62.86
2024-10-06,CONV-2160,Email,112.92
2024-10-06,CONV-2161,Email,137.35
2024-10-06,CONV-2162,Email,350.65
2024-10-06,CONV-2163,Email,271.16
2024-10-06,CONV-2164,Email,169.82
2024-10-06,CONV-2165,Email,62.81
2024-10-06,CONV-2166,Social Media,60.05
2024-10-06,CONV-2167,Social Media,88.64
2024-10-06,CONV-2168,Social Media,100.86
2024-10-06,CONV-2169,Social Media,56.44
2024-10-06,CONV-2170,Social Media,99.47
2024-10-07,CONV-2171,PPC,137.15
2024-10-07,CONV-2172,PPC,66.0
2024-10-07,CONV-2173,PPC,73.18
2024-10-07,CONV-2174,PPC,298.48
2024-10-07,CONV-2175,PPC,58.67
2024-10-07,CONV-2176,PPC,53.74
2024-10-07,CONV-2177,PPC,128.35
2024-10-07,CONV-2178,PPC,69.33
2024-10-07,CONV-2179,PPC,75.17
2024-10-07,CONV-2180,PPC,83.62
2024-10-07,CONV-2181,PPC,121.01
2024-10-07,CONV-2182,PPC,120.97
2024-10-07,CONV-2183,PPC,47.39
2024-10-07,CONV-2184,PPC,86.09
2024-10-07,CONV-2185,PPC,159.32
2024-10-07,CONV-2186,PPC,136.94
2024-10-07,CONV-2187,PPC,183.82
2024-10-07,CONV-2188,PPC,58.46
2024-10-07,CONV-2189,PPC,90.41
2024-10-07,CONV-2190,PPC,81.45
2024-10-07,CONV-2191,Email,331.43
2024-10-07,CONV-2192,Email,87.48
2024-10-07,CONV-2193,Email,105.86
2024-10-07,CONV-2194,Email,88.04
2024-10-07,CONV-2195,Email,77.52
2024-10-07,CONV-2196,Email,146.88
2024-10-07,CONV-2197,Email,232.88
2024-10-07,CONV-2198,Email,138.9
2024-10-07,CONV-2199,Social Media,111.75
2024-10-07,CONV-2200,Social Media,63.39
2024-10-07,CONV-2201,Social Media,66.12
2024-10-07,CONV-2202,Social Media,51.32
2024-10-07,CONV-2203,Social Media,38.24
2024-10-08,CONV-2204,PPC,113.16
2024-10-08,CONV-2205,PPC,125.62
2024-10-08,CONV-2206,PPC,39.0
2024-10-08,CONV-2207,PPC,47.45
2024-10-08,CONV-2208,PPC,57.37
2024-10-08,CONV-2209,PPC,83.98
2024-10-08,CONV-2210,PPC,50.04
2024-10-08,CONV-2211,PPC,141.41
2024-10-08,CONV-2212,PPC,91.6
2024-10-08,CONV-2213,PPC,106.41
2024-10-08,CONV-2214,PPC,47.0
2024-10-08,CONV-2215,PPC,16.0
2024-10-08,CONV-2216,PPC,59.27
2024-10-08,CONV-2217,PPC,150.55
2024-10-08,CONV-2218,PPC,78.11
2024-10-08,CONV-2219,PPC,64.63
2024-10-08,CONV-2220,PPC,158.68
2024-10-08,CONV-2221,Email,163.98
2024-10-08,CONV-2222,Email,96.78
2024-10-08,CONV-2223,Email,115.06
2024-10-08,CONV-2224,Email,249.43
2024-10-08,CONV-2225,Email,175.14
2024-10-08,CONV-2226,Email,81.63
2024-10-08,CONV-2227,Email,138.18
2024-10-08,CONV-2228,Email,133.52
2024-10-08,CONV-2229,Email,139.93
2024-10-08,CONV-2230,Email,86.93
2024-10-08,CONV-2231,Social Media,121.18
2024-10-08,CONV-2232,Social Media,36.48
2024-10-08,CONV-2233,Social Media,58.42
2024-10-09,CONV-2234,PPC,49.2
2024-10-09,CONV-2235,PPC,125.64
2024-10-09,CONV-2236,PPC,47.95
2024-10-09,CONV-2237,PPC,167.88
2024-10-09,CONV-2238,PPC,35.94
2024-10-09,CONV-2239,PPC,58.97
2024-10-09,CONV-2240,PPC,72.95
2024-10-09,CONV-2241,PPC,59.29
2024-10-09,CONV-2242,PPC,127.26
2024-10-09,CONV-2243,PPC,77.25
2024-10-09,CONV-2244,Email,82.04
2024-10-09,CONV-2245,Email,152.17
2024-10-09,CONV-2246,Email,97.7
2024-10-09,CONV-2247,Email,93.46
2024-10-09,CONV-2248,Email,347.95
2024-10-09,CONV-2249,Email,208.33
2024-10-09,CONV-2250,Email,45.3
2024-10-09,CONV-2251,Email,61.97
2024-10-09,CONV-2252,Email,129.45
2024-10-09,CONV-2253,Social Media,125.2
2024-10-09,CONV-2254,Social Media,70.15
2024-10-09,CONV-2255,Social Media,75.31
2024-10-09,CONV-2256,Social Media,60.11
2024-10-09,CONV-2257,Social Media,57.73
2024-10-10,CONV-2258,PPC,97.76
2024-10-10,CONV-2259,PPC,22.96
2024-10-10,CONV-2260,PPC,59.66
2024-10-10,CONV-2261,PPC,88.85
2024-10-10,CONV-2262,PPC,120.55
2024-10-10,CONV-2263,PPC,144.65
2024-10-10,CONV-2264,PPC,110.55
2024-10-10,CONV-2265,PPC,57.06
2024-10-10,CONV-2266,PPC,45.02
2024-10-10,CONV-2267,PPC,218.59
2024-10-10,CONV-2268,PPC,209.64
2024-10-10,CONV-2269,PPC,46.21
2024-10-10,CONV-2270,PPC,87.61
2024-10-10,CONV-2271,PPC,153.26
2024-10-10,CONV-2272,PPC,43.6
2024-10-10,CONV-2273,Email,116.87
2024-10-10,CONV-2274,Email,65.69
2024-10-10,CONV-2275,Email,81.73
2024-10-10,CONV-2276,Email,190.91
2024-10-10,CONV-2277,Email,203.68
2024-10-10,CONV-2278,Email,101.53
2024-10-10,CONV-2279,Email,136.69
2024-10-10,CONV-2280,Email,125.41
2024-10-10,CONV-2281,Email,72.02
2024-10-10,CONV-2282,Email,261.67
2024-10-10,CONV-2283,Social Media,76.55
2024-10-10,CONV-2284,Social Media,87.97
2024-10-10,CONV-2285,Social Media,118.32
2024-10-10,CONV-2286,Social Media,103.09
2024-10-10,CONV-2287,Social Media,120.1
2024-10-10,CONV-2288,Social Media,82.85
2024-10-10,CONV-2289,Social Media,77.5
2024-10-11,CONV-2290,PPC,139.28
2024-10-11,CONV-2291,PPC,63.63
2024-10-11,CONV-2292,PPC,114.99
2024-10-11,CONV-2293,PPC,55.19
2024-10-11,CONV-2294,PPC,112.92
2024-10-11,CONV-2295,PPC,41.01
2024-10-11,CONV-2296,PPC,221.61
2024-10-11,CONV-2297,PPC,122.48
2024-10-11,CONV-2298,PPC,103.98
2024-10-11,CONV-2299,PPC,45.39
2024-10-11,CONV-2300,PPC,224.4
2024-10-11,CONV-2301,PPC,68.93
2024-10-11,CONV-2302,PPC,255.74
2024-10-11,CONV-2303,PPC,64.15
2024-10-11,CONV-2304,PPC,99.83
2024-10-11,CONV-2305,PPC,219.61
2024-10-11,CONV-2306,PPC,50.77
2024-10-11,CONV-2307,PPC,101.87
2024-10-11,CONV-2308,Email,73.79
2024-10-11,CONV-2309,Email,94.16
2024-10-11,CONV-2310,Email,78.69
2024-10-11,CONV-2311,Email,147.26
2024-10-11,CONV-2312,Email,238.98
2024-10-11,CONV-2313,Email,66.02
2024-10-11,CONV-2314,Email,94.33
2024-10-11,CONV-2315,Email,208.41
2024-10-11,CONV-2316,Email,164.21
2024-10-11,CONV-2317,Social Media,54.7
2024-10-11,CONV-2318,Social Media,30.0
2024-10-11,CONV-2319,Social Media,98.56
2024-10-11,CONV-2320,Social Media,223.01
2024-10-11,CONV-2321,Social Media,34.56
2024-10-11,CONV-2322,Social Media,214.98
2024-10-12,CONV-2323,PPC,88.72
2024-10-12,CONV-2324,PPC,109.93
2024-10-12,CONV-2325,PPC,84.26
2024-10-12,CONV-2326,PPC,148.87
2024-10-12,CONV-2327,PPC,109.12
2024-10-12,CONV-2328,PPC,60.76
2024-10-12,CONV-2329,PPC,80.28
2024-10-12,CONV-2330,PPC,75.17
2024-10-12,CONV-2331,PPC,93.01
2024-10-12,CONV-2332,PPC,90.28
2024-10-12,CONV-2333,PPC,76.18
2024-10-12,CONV-2334,PPC,135.52
2024-10-12,CONV-2335,PPC,184.99
2024-10-12,CONV-2336,Email,176.29
2024-10-12,CONV-2337,Email,160.0
2024-10-12,CONV-2338,Email,121.44
2024-10-12,CONV-2339,Email,189.34
2024-10-12,CONV-2340,Email,62.12
2024-10-12,CONV-2341,Email,68.53
2024-10-12,CONV-2342,Social Media,157.13
2024-10-12,CONV-2343,Social Media,19.25
2024-10-12,CONV-2344,Social Media,63.85
2024-10-12,CONV-2345,Social Media,61.08
2024-10-12,CONV-2346,Social Media,86.05
2024-10-12,CONV-2347,Social Media,117.33
2024-10-12,CONV-2348,Social Media,23.62
2024-10-13,CONV-2349,PPC,147.16
2024-10-13,CONV-2350,PPC,98.6
2024-10-13,CONV-2351,PPC,98.09
2024-10-13,CONV-2352,PPC,109.13
2024-10-13,CONV-2353,PPC,149.96
2024-10-13,CONV-2354,PPC,90.01
2024-10-13,CONV-2355,PPC,78.23
2024-10-13,CONV-2356,PPC,27.6
2024-10-13,CONV-2357,PPC,92.95
2024-10-13,CONV-2358,PPC,33.36
2024-10-13,CONV-2359,PPC,69.1
2024-10-13,CONV-2360,PPC,83.94
2024-10-13,CONV-2361,PPC,101.87
2024-10-13,CONV-2362,Email,156.55
2024-10-13,CONV-2363,Email,207.95
2024-10-13,CONV-2364,Email,86.65
2024-10-13,CONV-2365,Email,146.36
2024-10-13,CONV-2366,Email,114.08
2024-10-13,CONV-2367,Email,145.82
2024-10-13,CONV-2368,Email,171.09
2024-10-13,CONV-2369,Email,188.36
2024-10-13,CONV-2370,Social Media,61.65
2024-10-13,CONV-2371,Social Media,164.98
2024-10-13,CONV-2372,Social Media,258.4
2024-10-13,CONV-2373,Social Media,174.18
2024-10-13,CONV-2374,Social Media,26.24
2024-10-14,CONV-2375,PPC,85.39
2024-10-14,CONV-2376,PPC,38.41
2024-10-14,CONV-2377,PPC,101.93
2024-10-14,CONV-2378,PPC,43.6
2024-10-14,CONV-2379,PPC,80.43
2024-10-14,CONV-2380,PPC,84.78
2024-10-14,CONV-2381,PPC,36.1
2024-10-14,CONV-2382,PPC,156.68
2024-10-14,CONV-2383,PPC,127.65
2024-10-14,CONV-2384,PPC,103.72
2024-10-14,CONV-2385,PPC,84.75
2024-10-14,CONV-2386,Email,110.39
2024-10-14,CONV-2387,Email,84.47
2024-10-14,CONV-2388,Email,193.28
2024-10-14,CONV-2389,Email,76.65
2024-10-14,CONV-2390,Email,202.49
2024-10-14,CONV-2391,Email,116.74
2024-10-14,CONV-2392,Email,192.37
2024-10-14,CONV-2393,Social Media,60.13
2024-10-14,CONV-2394,Social Media,45.63
2024-10-14,CONV-2395,Social Media,79.63
2024-10-14,CONV-2396,Social Media,78.17
2024-10-14,CONV-2397,Social Media,32.39
2024-10-14,CONV-2398,Social Media,234.02
2024-10-14,CONV-2399,Social Media,79.73
2024-10-15,CONV-2400,PPC,44.01
2024-10-15,CONV-2401,PPC,91.09
2024-10-15,CONV-2402,PPC,162.12
2024-10-15,CONV-2403,PPC,104.8
2024-10-15,CONV-2404,PPC,144.22
2024-10-15,CONV-2405,PPC,42.7
2024-10-15,CONV-2406,PPC,75.77
2024-10-15,CONV-2407,PPC,93.13
2024-10-15,CONV-2408,PPC,107.77
2024-10-15,CONV-2409,PPC,99.43
2024-10-15,CONV-2410,PPC,156.72
2024-10-15,CONV-2411,PPC,30.5
2024-10-15,CONV-2412,PPC,115.28
2024-10-15,CONV-2413,PPC,82.79
2024-10-15,CONV-2414,Email,82.26
2024-10-15,CONV-2415,Email,86.93
2024-10-15,CONV-2416,Email,148.54
2024-10-15,CONV-2417,Email,72.64
2024-10-15,CONV-2418,Email,149.69
2024-10-15,CONV-2419,Email,155.6
2024-10-15,CONV-2420,Email,118.5
2024-10-15,CONV-2421,Social Media,183.41
2024-10-15,CONV-2422,Social Media,64.5
2024-10-15,CONV-2423,Social Media,39.62
2024-10-15,CONV-2424,Social Media,121.65
2024-10-16,CONV-2425,PPC,112.39
2024-10-16,CONV-2426,PPC,119.04
2024-10-16,CONV-2427,PPC,398.35
2024-10-16,CONV-2428,PPC,93.39
2024-10-16,CONV-2429,PPC,89.26
2024-10-16,CONV-2430,PPC,200.49
2024-10-16,CONV-2431,PPC,114.39
2024-10-16,CONV-2432,PPC,80.11
2024-10-16,CONV-2433,PPC,84.15
2024-10-16,CONV-2434,PPC,208.57
2024-10-16,CONV-2435,PPC,121.58
2024-10-16,CONV-2436,PPC,135.57
2024-10-16,CONV-2437,PPC,109.42
2024-10-16,CONV-2438,PPC,130.3
2024-10-16,CONV-2439,PPC,194.46
2024-10-16,CONV-2440,PPC,77.01
2024-10-16,CONV-2441,Email,87.15
2024-10-16,CONV-2442,Email,116.15
2024-10-16,CONV-2443,Email,281.97
2024-10-16,CONV-2444,Email,91.52
2024-10-16,CONV-2445,Email,93.56
2024-10-16,CONV-2446,Email,81.82
2024-10-16,CONV-2447,Email,107.28
2024-10-16,CONV-2448,Social Media,104.79
2024-10-16,CONV-2449,Social Media,99.17
2024-10-16,CONV-2450,Social Media,156.93
2024-10-16,CONV-2451,Social Media,89.34
2024-10-17,CONV-2452,PPC,126.29
2024-10-17,CONV-2453,PPC,85.1
2024-10-17,CONV-2454,PPC,131.42
2024-10-17,CONV-2455,PPC,55.32
2024-10-17,CONV-2456,PPC,68.72
2024-10-17,CONV-2457,PPC,89.23
2024-10-17,CONV-2458,PPC,42.68
2024-10-17,CONV-2459,PPC,136.59
2024-10-17,CONV-2460,PPC,46.47
2024-10-17,CONV-2461,PPC,41.79
2024-10-17,CONV-2462,PPC,73.56
2024-10-17,CONV-2463,PPC,157.13
2024-10-17,CONV-2464,PPC,89.17
2024-10-17,CONV-2465,PPC,65.35
2024-10-17,CONV-2466,Email,94.82
2024-10-17,CONV-2467,Email,80.53
2024-10-17,CONV-2468,Email,124.01
2024-10-17,CONV-2469,Email,104.37
2024-10-17,CONV-2470,Email,240.63
2024-10-17,CONV-2471,Email,88.59
2024-10-17,CONV-2472,Email,81.34
2024-10-17,CONV-2473,Email,88.96
2024-10-17,CONV-2474,Email,65.22
2024-10-17,CONV-2475,Email,148.38
2024-10-17,CONV-2476,Social Media,26.23
2024-10-17,CONV-2477,Social Media,19.4
2024-10-17,CONV-2478,Social Media,33.91
2024-10-17,CONV-2479,Social Media,24.57
2024-10-17,CONV-2480,Social Media,186.14
2024-10-17,CONV-2481,Social Media,66.99
2024-10-17,CONV-2482,Social Media,87.38
2024-10-18,CONV-2483,PPC,131.47
2024-10-18,CONV-2484,PPC,71.98
2024-10-18,CONV-2485,PPC,79.38
2024-10-18,CONV-2486,PPC,178.55
2024-10-18,CONV-2487,PPC,114.74
2024-10-18,CONV-2488,PPC,72.19
2024-10-18,CONV-2489,PPC,119.17
2024-10-18,CONV-2490,PPC,81.67
2024-10-18,CONV-2491,PPC,67.8
2024-10-18,CONV-2492,PPC,88.42
2024-10-18,CONV-2493,PPC,77.13
2024-10-18,CONV-2494,PPC,92.21
2024-10-18,CONV-2495,PPC,129.68
2024-10-18,CONV-2496,PPC,66.63
2024-10-18,CONV-2497,Email,171.84
2024-10-18,CONV-2498,Email,89.35
2024-10-18,CONV-2499,Email,128.44
2024-10-18,CONV-2500,Email,111.63
2024-10-18,CONV-2501,Email,139.94
2024-10-18,CONV-2502,Email,262.63
2024-10-18,CONV-2503,Social Media,30.34
2024-10-18,CONV-2504,Social Media,56.34
2024-10-18,CONV-2505,Social Media,59.49
2024-10-18,CONV-2506,Social Media,107.26
2024-10-18,CONV-2507,Social Media,78.37
2024-10-19,CONV-2508,PPC,40.97
2024-10-19,CONV-2509,PPC,71.19
2024-10-19,CONV-2510,PPC,72.58
2024-10-19,CONV-2511,PPC,62.53
2024-10-19,CONV-2512,PPC,78.51
2024-10-19,CONV-2513,PPC,77.43
2024-10-19,CONV-2514,PPC,63.56
2024-10-19,CONV-2515,PPC,66.41
2024-10-19,CONV-2516,PPC,73.11
2024-10-19,CONV-2517,PPC,111.97
2024-10-19,CONV-2518,PPC,89.99
2024-10-19,CONV-2519,PPC,50.94
2024-10-19,CONV-2520,Email,124.01
2024-10-19,CONV-2521,Email,155.28
2024-10-19,CONV-2522,Email,61.61
2024-10-19,CONV-2523,Email,92.12
2024-10-19,CONV-2524,Email,158.2
2024-10-19,CONV-2525,Email,138.81
2024-10-19,CONV-2526,Email,156.09
2024-10-19,CONV-2527,Email,81.4
2024-10-19,CONV-2528,Social Media,51.29
2024-10-19,CONV-2529,Social Media,145.88
2024-10-19,CONV-2530,Social Media,128.58
2024-10-19,CONV-2531,Social Media,30.37
2024-10-19,CONV-2532,Social Media,38.83
2024-10-20,CONV-2533,PPC,152.91
2024-10-20,CONV-2534,PPC,76.25
2024-10-20,CONV-2535,PPC,124.79
2024-10-20,CONV-2536,PPC,77.47
2024-10-20,CONV-2537,PPC,44.38
2024-10-20,CONV-2538,PPC,99.13
2024-10-20,CONV-2539,PPC,123.05
2024-10-20,CONV-2540,PPC,192.06
2024-10-20,CONV-2541,PPC,109.46
2024-10-20,CONV-2542,PPC,30.46
2024-10-20,CONV-2543,PPC,49.26
2024-10-20,CONV-2544,PPC,109.41
2024-10-20,CONV-2545,PPC,97.48
2024-10-20,CONV-2546,Email,50.79
2024-10-20,CONV-2547,Email,80.18
2024-10-20,CONV-2548,Email,173.86
2024-10-20,CONV-2549,Email,80.74
2024-10-20,CONV-2550,Email,152.71
2024-10-20,CONV-2551,Email,109.12
2024-10-20,CONV-2552,Email,179.85
2024-10-20,CONV-2553,Social Media,56.71
2024-10-20,CONV-2554,Social Media,46.64
2024-10-20,CONV-2555,Social Media,120.09
2024-10-20,CONV-2556,Social Media,97.61
2024-10-20,CONV-2557,Social Media,56.27
2024-10-20,CONV-2558,Social Media,51.18
2024-10-21,CONV-2559,PPC,127.77
2024-10-21,CONV-2560,PPC,134.71
2024-10-21,CONV-2561,PPC,106.62
2024-10-21,CONV-2562,PPC,193.33
2024-10-21,CONV-2563,PPC,117.19
2024-10-21,CONV-2564,PPC,108.15
2024-10-21,CONV-2565,PPC,242.62
2024-10-21,CONV-2566,PPC,51.41
2024-10-21,CONV-2567,PPC,58.25
2024-10-21,CONV-2568,PPC,79.79
2024-10-21,CONV-2569,PPC,84.88
2024-10-21,CONV-2570,PPC,64.19
2024-10-21,CONV-2571,PPC,241.05
2024-10-21,CONV-2572,PPC,91.72
2024-10-21,CONV-2573,Email,112.7
2024-10-21,CONV-2574,Email,148.91
2024-10-21,CONV-2575,Email,184.2
2024-10-21,CONV-2576,Email,233.55
2024-10-21,CONV-2577,Email,107.28
2024-10-21,CONV-2578,Email,167.65
2024-10-21,CONV-2579,Email,100.74
2024-10-21,CONV-2580,Email,76.41
2024-10-21,CONV-2581,Email,115.21
2024-10-21,CONV-2582,Social Media,44.45
2024-10-21,CONV-2583,Social Media,88.13
2024-10-21,CONV-2584,Social Media,161.38
2024-10-21,CONV-2585,Social Media,89.99
2024-10-21,CONV-2586,Social Media,66.33
2024-10-21,CONV-2587,Social Media,30.88
2024-10-21,CONV-2588,Social Media,119.5
2024-10-22,CONV-2589,PPC,151.14
2024-10-22,CONV-2590,PPC,72.57
2024-10-22,CONV-2591,PPC,101.54
2024-10-22,CONV-2592,PPC,181.09
2024-10-22,CONV-2593,PPC,138.55
2024-10-22,CONV-2594,PPC,121.44
2024-10-22,CONV-2595,PPC,37.58
2024-10-22,CONV-2596,PPC,84.55
